2016-11-30 06:40:23.665000;999999;999999
2016-11-30 06:41:24.204000;999999;999999
2016-11-30 06:42:24.523000;999999;999999
2016-11-30 06:43:24.899000;999999;999999
2016-11-30 06:44:25.384000;0;1073
2016-11-30 06:45:25.860000;0;1012
2016-11-30 06:46:26.033000;0;952
2016-11-30 06:47:26.418000;892;999999
2016-11-30 06:48:26.677000;831;999999
2016-11-30 06:49:27.148000;770;999999
2016-11-30 06:50:27.420000;710;999999
2016-11-30 06:51:27.654000;667;999999
2016-11-30 06:52:27.937000;669;999999
2016-11-30 06:53:28.307000;608;999999
2016-11-30 06:54:29.110000;630;999999
2016-11-30 06:55:29.389000;648;999999
2016-11-30 06:56:29.759000;656;999999
2016-11-30 06:57:30.117000;595;999999
2016-11-30 06:58:30.387000;598;1160
2016-11-30 06:59:30.652000;536;1084
2016-11-30 07:00:31.027000;0;658
2016-11-30 07:01:31.305000;662;999999
2016-11-30 07:02:31.597000;607;999999
2016-11-30 07:03:31.935000;484;999999
2016-11-30 07:04:32.206000;479;1188
2016-11-30 07:05:32.475000;469;1127
2016-11-30 07:06:32.786000;477;1066
2016-11-30 07:07:33.001000;417;1006
2016-11-30 07:08:33.698000;356;967
2016-11-30 07:09:33.960000;293;903
2016-11-30 07:10:34.325000;228;843
2016-11-30 07:11:34.709000;155;783
2016-11-30 07:12:34.965000;638;1154
2016-11-30 07:13:35.223000;578;1095
2016-11-30 07:14:35.498000;597;1035
2016-11-30 07:15:35.809000;506;975
2016-11-30 07:16:36.146000;446;914
2016-11-30 07:17:36.405000;379;845
2016-11-30 07:18:36.777000;355;785
2016-11-30 07:19:37.044000;390;725
2016-11-30 07:20:37.294000;345;675
2016-11-30 07:21:37.570000;285;614
2016-11-30 07:22:37.894000;242;574
2016-11-30 07:23:38.208000;208;508
2016-11-30 07:24:38.477000;148;448
2016-11-30 07:25:38.738000;85;425
2016-11-30 07:26:39.151000;0;399
2016-11-30 07:27:39.480000;260;789
2016-11-30 07:28:39.755000;157;728
2016-11-30 07:29:40.038000;122;668
2016-11-30 07:30:40.382000;79;608
2016-11-30 07:31:40.589000;0;481
2016-11-30 07:32:40.943000;0;439
2016-11-30 07:33:41.315000;394;908
2016-11-30 07:34:41.561000;385;847
2016-11-30 07:35:41.979000;347;787
2016-11-30 07:36:42.810000;311;723
2016-11-30 07:37:43.119000;250;662
2016-11-30 07:38:43.487000;179;585
2016-11-30 07:39:44.083000;92;537
2016-11-30 07:40:44.243000;8;538
2016-11-30 07:41:44.563000;555;989
2016-11-30 07:42:44.930000;495;928
2016-11-30 07:43:45.268000;416;998
2016-11-30 07:44:45.616000;298;881
2016-11-30 07:45:46.021000;295;821
2016-11-30 07:46:46.259000;265;800
2016-11-30 07:47:46.541000;257;746
2016-11-30 07:48:46.832000;197;686
2016-11-30 07:49:47.174000;148;525
2016-11-30 07:50:47.422000;106;488
2016-11-30 07:51:47.727000;34;428
2016-11-30 07:52:48.054000;0;371
2016-11-30 07:53:48.464000;308;908
2016-11-30 07:54:48.899000;337;870
2016-11-30 07:55:49.195000;328;811
2016-11-30 07:56:49.550000;303;749
2016-11-30 07:57:49.756000;204;689
2016-11-30 07:58:50.095000;61;566
2016-11-30 07:59:50.348000;36;431
2016-11-30 08:00:50.618000;422;984
2016-11-30 08:01:50.981000;413;926
2016-11-30 08:02:51.372000;295;848
2016-11-30 08:03:51.726000;261;764
2016-11-30 08:04:52.107000;283;707
2016-11-30 08:05:52.368000;223;647
2016-11-30 08:06:52.656000;163;587
2016-11-30 08:07:52.910000;103;527
2016-11-30 08:08:53.280000;173;494
2016-11-30 08:09:53.529000;114;397
2016-11-30 08:10:53.795000;67;371
2016-11-30 08:11:54.061000;0;311
2016-11-30 08:12:54.331000;215;664
2016-11-30 08:13:54.586000;149;604
2016-11-30 08:14:55.041000;130;543
2016-11-30 08:15:55.350000;59;501
2016-11-30 08:16:55.724000;0;478
2016-11-30 08:17:55.976000;469;906
2016-11-30 08:18:56.258000;460;846
2016-11-30 08:19:56.619000;363;868
2016-11-30 08:20:56.889000;303;769
2016-11-30 08:21:57.272000;239;708
2016-11-30 08:22:57.641000;220;648
2016-11-30 08:23:57.906000;104;588
2016-11-30 08:24:58.247000;5;527
2016-11-30 08:25:58.588000;0;537
2016-11-30 08:26:59.025000;0;538
2016-11-30 08:27:59.173000;0;532
2016-11-30 08:28:59.536000;0;524
2016-11-30 08:29:59.806000;0;315
2016-11-30 08:31:00.071000;300;815
2016-11-30 08:32:00.362000;239;755
2016-11-30 08:33:00.628000;247;695
2016-11-30 08:34:00.870000;210;642
2016-11-30 08:35:01.140000;110;495
2016-11-30 08:36:01.398000;25;435
2016-11-30 08:37:01.666000;354;999999
2016-11-30 08:38:01.935000;285;999999
2016-11-30 08:39:02.309000;224;999999
2016-11-30 08:40:02.586000;217;999999
2016-11-30 08:41:02.854000;183;999999
2016-11-30 08:42:03.218000;129;999999
2016-11-30 08:43:03.595000;111;999999
2016-11-30 08:44:03.890000;45;999999
2016-11-30 08:45:04.233000;0;999999
2016-11-30 08:46:04.505000;1155;999999
2016-11-30 08:47:04.770000;1095;999999
2016-11-30 08:48:05.265000;609;1035
2016-11-30 08:49:05.512000;398;975
2016-11-30 08:50:05.772000;351;914
2016-11-30 08:51:05.937000;342;854
2016-11-30 08:52:06.196000;282;794
2016-11-30 08:53:06.455000;215;733
2016-11-30 08:54:06.845000;136;661
2016-11-30 08:55:07.213000;94;609
2016-11-30 08:56:07.571000;66;629
2016-11-30 08:57:07.852000;23;636
2016-11-30 08:58:08.402000;0;613
2016-11-30 08:59:08.714000;0;617
2016-11-30 09:00:08.980000;477;995
2016-11-30 09:01:09.256000;391;948
2016-11-30 09:02:09.624000;330;888
2016-11-30 09:03:09.989000;270;844
2016-11-30 09:04:10.271000;267;783
2016-11-30 09:05:10.578000;246;690
2016-11-30 09:06:11.001000;254;629
2016-11-30 09:07:11.534000;141;569
2016-11-30 09:08:11.859000;92;519
2016-11-30 09:09:12.276000;24;460
2016-11-30 09:10:12.621000;0;399
2016-11-30 09:11:12.878000;0;339
2016-11-30 09:12:13.130000;297;971
2016-11-30 09:13:13.399000;289;924
2016-11-30 09:14:13.772000;280;863
2016-11-30 09:15:14.036000;249;800
2016-11-30 09:16:14.315000;210;720
2016-11-30 09:17:14.578000;96;660
2016-11-30 09:18:14.864000;54;593
2016-11-30 09:19:15.217000;0;546
2016-11-30 09:20:15.484000;521;1137
2016-11-30 09:21:15.822000;409;1151
2016-11-30 09:22:16.127000;349;1091
2016-11-30 09:23:16.394000;287;1000
2016-11-30 09:24:17.255000;216;940
2016-11-30 09:25:17.829000;135;999999
2016-11-30 09:26:18.159000;85;999999
2016-11-30 09:27:18.858000;34;999999
2016-11-30 09:28:19.234000;0;699
2016-11-30 09:29:19.501000;676;1192
2016-11-30 09:30:19.767000;591;1131
2016-11-30 09:31:20.054000;530;1098
2016-11-30 09:32:20.420000;470;1038
2016-11-30 09:33:20.667000;363;939
2016-11-30 09:34:21.072000;356;878
2016-11-30 09:35:21.851000;239;806
2016-11-30 09:36:22.138000;271;753
2016-11-30 09:37:22.812000;241;693
2016-11-30 09:38:23.198000;166;626
